Dataset: Gulf of Alaska ,,,,,,,,,
,,,,,,,,,
Species Scientific Name,Common Name,Avg Cog Lat Start,Avg Cog Lat End,Diff in COG Lat,%Change in COG Lat,Avg Cog Depth Start,Avg Cog Depth End,Diff in COG Depth,%Change in COG Depth 
Oregonia gracilis,Graceful decorator crab,56.225,57.525,1.3,2.31,-71.955,-71.415,0.54,-0.75
Pagurus aleuticus,Aleutian hermit,58.041,57.027,-1.014,-1.75,-133.677,-152.723,-19.045,14.25
Pandalus dispar,Sidestripe shrimp,57.91,58.012,0.103,0.18,-201.131,-166.87,34.261,-17.03
Pandalus eous,Northern shrimp,58.262,57.821,-0.442,-0.76,-137.885,-123.233,14.652,-10.63
Pandalus jordani,Ocean shrimp,56.426,58.12,1.694,3,-173.947,-156.612,17.335,-9.97
Parophrys vetulus,English sole,58.066,57.445,-0.621,-1.07,-80.412,-84.661,-4.248,5.28
Pasiphaea pacifica,Pacific glass shrimp,58.141,58.335,0.193,0.33,-262.438,-266.877,-4.439,1.69
Platichthys stellatus,Starry flounder,57.739,57.524,-0.215,-0.37,-52.192,-39.066,13.126,-25.15
Pleurogrammus monopterygius,Atka mackerel,53.687,54.37,0.684,1.27,-110.494,-98.111,12.383,-11.21
Pycnopodia helianthoides,Sunflower sea star,56.192,56.419,0.227,0.4,-71.463,-73.731,-2.268,3.17
Sebastes alutus,Pacific ocean perch,56.029,56.609,0.581,1.04,-266.991,-247.169,19.822,-7.42
Sebastes babcocki,Redbanded rockfish,56.014,56.781,0.767,1.37,-250.525,-275.837,-25.312,10.1
Sebastes borealis,Shortraker rockfish,57.067,57.778,0.711,1.25,-374.453,-382.946,-8.493,2.27
Sebastes brevispinis,Silvergray rockfish,55.586,56.163,0.577,1.04,-269.937,-230.601,39.336,-14.57
Sebastes melanostictus and S. aleutianus,Blackspotted and rougheye rockfish,57.568,57.607,0.039,0.07,-294.065,-274.244,19.821,-6.74
Sebastes polyspinis,Northern rockfish,55.75,54.684,-1.066,-1.91,-186.967,-132.493,54.474,-29.14
Sebastes variabilis and S. ciliatus,Dusky and dark rockfish,57.255,56.342,-0.913,-1.59,-186.203,-189.035,-2.832,1.52
Sebastes zacentrus,Sharpchin rockfish,57.169,56.804,-0.365,-0.64,-293.151,-286.328,6.823,-2.33
Sebastolobus alascanus,Shortspine thornyhead,57.09,57.145,0.055,0.1,-350.673,-361.242,-10.569,3.01
Squalus suckleyi,Pacific spiny dogfish,59.266,58.948,-0.318,-0.54,-90.686,-91.97,-1.283,1.42
Stegophiura ponderosa,,56.278,57.083,0.805,1.43,-416.472,-430.778,-14.306,3.44
Strongylocentrotus fragilis,Fragile sea urchin,57.815,58.132,0.318,0.55,-188.023,-236.176,-48.152,25.61
Thaleichthys pacificus,Eulachon,57.972,58.224,0.252,0.43,-175.162,-166.321,8.841,-5.05
