Dataset: Gulf of Mexico ,,,,,,,,,
,,,,,,,,,
Species Scientific Name,Common Name,Avg Cog Lat Start,Avg Cog Lat End,Diff in COG Lat,%Change in COG Lat,Avg Cog Depth Start,Avg Cog Depth End,Diff in COG Depth,%Change in COG Depth 
Lutjanus synagris,Lane snapper,25.799,26.303,0.503,1.95,-11.872,-16.217,-4.345,36.6
Metapenaeopsis goodei,Caribbean velvet shrimp,27.259,27.377,0.118,0.43,-30.249,-45.659,-15.411,50.95
Micropogonias undulatus,Atlantic croaker,28.892,28.836,-0.056,-0.19,-26.063,-26.38,-0.317,1.22
Monacanthus ciliatus,Fringed filefish,26.313,25.705,-0.608,-2.31,-28.49,-12.659,15.831,-55.57
Moreiradromia antillensis,Hairy sponge crab,27.716,26.268,-1.448,-5.22,-24.703,-20.368,4.334,-17.55
Mullus auratus,Red goatfish,28.449,26.619,-1.83,-6.43,-75.552,-37.958,37.594,-49.76
Nicholsina usta,Emerald parrotfish,26.894,26.491,-0.404,-1.5,-14.252,-9.427,4.825,-33.85
Ogcocephalus declivirostris,Slantbrow batfish,27.69,27.509,-0.181,-0.65,-61.81,-56.578,5.232,-8.46
Ogcocephalus parvus,Roughback batfish,27.681,26.873,-0.808,-2.92,-37.397,-48.322,-10.925,29.21
Ophidion holbrookii,Bank cusk-eel,27.589,27.842,0.252,0.92,-30.046,-28.537,1.509,-5.02
Ophiolepis elegans,Elegant brittle star,29.025,28.478,-0.547,-1.88,-33.984,-30.515,3.468,-10.21
Opisthonema oglinum,Atlantic thread herring,28.587,28.278,-0.309,-1.08,-18.323,-18.556,-0.233,1.27
Orthopristis chrysoptera,Pigfish,26.653,27.407,0.754,2.83,-12.108,-17.154,-5.047,41.68
Pareques umbrosus,Cubbyu,27.704,27.678,-0.026,-0.09,-37.117,-44.845,-7.728,20.82
Penaeus aztecus,Brown shrimp,28.047,28.06,0.013,0.05,-43.46,-46.293,-2.833,6.52
Penaeus duorarum,Pink shrimp,27.031,26.434,-0.597,-2.21,-17.755,-15.009,2.746,-15.46
Penaeus setiferus,Northern white shrimp,28.734,29.043,0.31,1.08,-16.624,-15.828,0.796,-4.79
Peprilus burti,Gulf butterfish,28.737,27.985,-0.752,-2.62,-37.955,-54.031,-16.076,42.35
Pitarenus cordatus,Corded pitar,27.601,27.53,-0.071,-0.26,-58.475,-55.653,2.821,-4.82
Platylambrus granulatus,Bladetooth elbow crab,28.592,28.095,-0.497,-1.74,-35.574,-39.704,-4.13,11.61
Porichthys plectrodon,Atlantic midshipman,27.724,27.794,0.071,0.26,-49.772,-49.584,0.188,-0.38
Prionotus alatus,Spiny searobin,26.56,27.025,0.465,1.75,-53.331,-70.687,-17.356,32.54
Prionotus longispinosus,Bigeye searobin,28.565,28.195,-0.37,-1.29,-44.007,-49.868,-5.862,13.32
Prionotus ophryas,Bandtail searobin,27.33,26.537,-0.793,-2.9,-32.02,-28.077,3.943,-12.32
Prionotus paralatus,Mexican searobin,27.869,27.961,0.091,0.33,-82.665,-75.015,7.649,-9.25
Prionotus roseus,Bluespotted searobin,28.489,26.744,-1.745,-6.12,-36.252,-35.163,1.089,-3
Prionotus rubio,Blackwing searobin,29.343,29.585,0.242,0.82,-40.941,-32.523,8.418,-20.56
Prionotus stearnsi,Shortwing searobin,27.403,28.084,0.681,2.49,-70.971,-77.774,-6.803,9.59
Pristipomoides aquilonaris,Wenchman,27.727,27.813,0.086,0.31,-78.725,-77.214,1.511,-1.92
Raninoides louisianensis,Gulf frog crab,27.622,28.037,0.416,1.5,-78.459,-72.709,5.75,-7.33
Renilla muelleri,Mueller's sea pansy,28.175,27.868,-0.307,-1.09,-20.767,-20.341,0.426,-2.05
Rhizoprionodon terraenovae,Atlantic sharpnose shark,27.933,28.709,0.776,2.78,-29.588,-33.047,-3.459,11.69
Rhomboplites aurorubens,Vermilion snapper,27.546,26.922,-0.624,-2.27,-41.407,-53.307,-11.9,28.74
Rostroraja eglanteria,Clearnose skate,28.311,27.957,-0.355,-1.25,-48.808,-59.067,-10.259,21.02
Rostroraja texana,Roundel skate,27.866,27.749,-0.117,-0.42,-57.885,-67.234,-9.349,16.15
Sardinella aurita,Spanish sardine,27.472,27.589,0.116,0.42,-19.334,-26.665,-7.331,37.92
Saurida brasiliensis,Largescale lizardfish,28.237,27.861,-0.377,-1.33,-49.414,-49.957,-0.542,1.1
Saurida normani,Shortjaw lizardfish,27.318,27.169,-0.148,-0.54,-86.933,-75.879,11.055,-12.72
Scorpaena agassizii,Longfin scorpionfish,26.306,26.357,0.05,0.19,-55.412,-58.164,-2.752,4.97
Scorpaena brasiliensis,Barbfish,27.08,26.511,-0.569,-2.1,-33.247,-36.434,-3.188,9.59
Scorpaena calcarata,Smoothhead scorpionfish,27.271,27.069,-0.202,-0.74,-33.594,-38.868,-5.273,15.7
Scyllarides nodifer,Ridged slipper lobster,27.997,27.833,-0.164,-0.59,-36.226,-37.204,-0.978,2.7
Scyllarus chacei,Chace slipper lobster,28.056,27.401,-0.655,-2.33,-39.03,-41.817,-2.786,7.14
Selene setapinnis,Atlantic moonfish,28.292,28.129,-0.163,-0.58,-41.233,-38.234,2.998,-7.27
Serranus atrobranchus,Blackear bass,27.616,27.764,0.148,0.54,-70.916,-68.545,2.371,-3.34
Serranus notospilus,Saddle bass,27.87,26.972,-0.897,-3.22,-57.142,-59.779,-2.638,4.62
Serranus phoebe,Tattler,26.428,27.532,1.104,4.18,-29.101,-46.835,-17.734,60.94
Sicyonia brevirostris,Brown rock shrimp,28.182,27.868,-0.313,-1.11,-39.156,-43.665,-4.51,11.52
Sicyonia dorsalis,Lesser rock shrimp,27.97,28.064,0.094,0.34,-42.216,-35.581,6.636,-15.72
Solenocera atlantidis,Dwarf humpback shrimp,27.517,27.147,-0.37,-1.35,-40.308,-44.3,-3.992,9.9
Solenocera vioscai,Humpback shrimp,28.022,27.897,-0.125,-0.45,-68.408,-74.352,-5.944,8.69
Sphoeroides dorsalis,Marbled puffer,27.085,26.326,-0.759,-2.8,-49.74,-38.68,11.061,-22.24
Sphoeroides parvus,Least puffer,28.179,28.551,0.372,1.32,-28.578,-31.8,-3.222,11.27
Sphoeroides spengleri,Bandtail puffer,26.833,26.063,-0.77,-2.87,-28.006,-16.632,11.374,-40.61
Squilla chydaea,Offshore mantis shrimp,28.235,27.707,-0.527,-1.87,-59.79,-67.634,-7.844,13.12
Squilla empusa,Mantis shrimp,28.45,28.643,0.193,0.68,-28.241,-23.214,5.027,-17.8
Stenorhynchus seticornis,Yellowline arrow crab,27.95,28.217,0.267,0.96,-54.115,-58.287,-4.172,7.71
Stenotomus caprinus,Longspine porgy,28.575,28.375,-0.2,-0.7,-55.029,-56.306,-1.277,2.32
Stephanolepis hispida,Planehead filefish,27.216,26.898,-0.319,-1.17,-22.556,-24.484,-1.928,8.55
Stylocidaris affinis,Pencil urchin,26.105,28.136,2.031,7.78,-36.752,-51.54,-14.788,40.24
Syacium gunteri,Shoal flounder,27.949,28.004,0.055,0.2,-32.264,-32.773,-0.51,1.58
Syacium papillosum,Dusky flounder,27.254,26.966,-0.288,-1.06,-45.065,-45.73,-0.665,1.47
Symphurus diomedeanus,Spottedfin tonguefish,27.592,26.52,-1.072,-3.89,-40.737,-27.271,13.466,-33.06
Synodus foetens,Inshore lizardfish,27.965,28.133,0.168,0.6,-40.34,-35.751,4.589,-11.38
Synodus intermedius,Sand diver,27.379,28.022,0.643,2.35,-40.734,-29.042,11.692,-28.7
Synodus poeyi,Offshore lizardfish,27.26,26.73,-0.53,-1.94,-39.544,-37.015,2.528,-6.39
Trachinocephalus myops,Snakefish,27.101,26.897,-0.204,-0.75,-49.673,-51.141,-1.468,2.96
Trachurus lathami,Rough scad,28.189,27.706,-0.482,-1.71,-55.96,-61.681,-5.721,10.22
Trichiurus lepturus,Atlantic cutlassfish,28.57,28.294,-0.276,-0.97,-34.884,-38.499,-3.615,10.36
Trichopsetta ventralis,Sash flounder,27.772,27.768,-0.004,-0.01,-82.95,-80.806,2.144,-2.58
Upeneus parvus,Dwarf goatfish,27.74,27.788,0.048,0.17,-68.755,-66.775,1.981,-2.88
Urophycis floridana,Southern hake,27.873,27.702,-0.171,-0.62,-73.809,-84.681,-10.872,14.73
Xyrichtys novacula,Pearly razorfish,29.06,28.181,-0.879,-3.03,-34.229,-38.496,-4.267,12.47
